,Voltage (V),Current (A)
0,0.0,4.818798e-10
1,0.043478260869565216,3.18957e-10
2,0.08695652173913043,9.43528e-11
3,0.13043478260869565,2.63032e-10
4,0.17391304347826086,2.45526e-10
5,0.21739130434782608,3.044024e-10
6,0.2608695652173913,3.808411e-10
7,0.30434782608695654,6.368064e-11
8,0.34782608695652173,-2.180971e-10
9,0.3913043478260869,3.998822e-10
10,0.43478260869565216,1.441995e-10
11,0.4782608695652174,-1.83647e-10
12,0.5217391304347826,1.900779e-10
13,0.5652173913043478,6.435364e-11
14,0.6086956521739131,1.912347e-10
15,0.6521739130434783,2.132155e-11
16,0.6956521739130435,-1.847411e-10
17,0.7391304347826086,-1.48776e-10
18,0.7826086956521738,9.936545e-11
19,0.8260869565217391,8.202786e-11
20,0.8695652173913043,-9.231052e-11
21,0.9130434782608695,4.308277e-10
22,0.9565217391304348,8.761541e-11
23,1.0,1.488965e-10
24,1.0434782608695652,2.769625e-10
25,1.0869565217391304,6.320579e-13
26,1.1304347826086956,5.470682e-11
27,1.1739130434782608,4.418574e-12
28,1.2173913043478262,-3.061724e-10
29,1.2608695652173914,9.053192e-11
30,1.3043478260869565,2.676189e-11
31,1.3478260869565217,-8.23999e-12
32,1.391304347826087,1.850091e-10
33,1.434782608695652,8.346494e-11
34,1.4782608695652173,7.695897e-11
35,1.5217391304347825,2.518449e-11
36,1.5652173913043477,-1.108044e-11
37,1.608695652173913,-1.590437e-10
38,1.6521739130434783,3.418259e-10
39,1.6956521739130435,7.118212e-11
40,1.7391304347826086,2.552801e-11
41,1.7826086956521738,1.774445e-10
42,1.826086956521739,1.707141e-10
43,1.8695652173913042,-8.525494e-11
44,1.9130434782608696,1.135343e-10
45,1.9565217391304348,1.688633e-10
46,2.0,-6.512624e-11
47,2.043478260869565,1.218982e-10
48,2.0869565217391304,-5.953588e-12
49,2.130434782608696,1.69971e-10
50,2.1739130434782608,-6.17808e-11
51,2.217391304347826,-8.875456e-11
52,2.260869565217391,1.206712e-10
53,2.3043478260869565,1.625816e-10
54,2.3478260869565215,-3.583105e-10
55,2.391304347826087,-4.146981e-11
56,2.4347826086956523,8.141089e-11
57,2.4782608695652173,-2.163156e-10
58,2.5217391304347827,2.055997e-10
59,2.5652173913043477,-1.963688e-11
60,2.608695652173913,-2.402805e-10
61,2.652173913043478,-9.262609e-11
62,2.6956521739130435,7.899915e-11
63,2.7391304347826084,1.82435e-12
64,2.782608695652174,6.600817e-11
65,2.8260869565217392,6.870032e-11
66,2.869565217391304,1.325124e-10
67,2.9130434782608696,1.779772e-10
68,2.9565217391304346,2.011618e-10
69,3.0,-1.138137e-10
