,Voltage (V),Current (A)
0,0.0,4.836679e-10
1,0.043478260869565216,2.33649e-09
2,0.08695652173913043,9.971197e-10
3,0.13043478260869565,-9.087914e-10
4,0.17391304347826086,6.822888e-10
5,0.21739130434782608,1.466872e-10
6,0.2608695652173913,-5.073404e-10
7,0.30434782608695654,9.309843e-10
8,0.34782608695652173,9.806904e-10
9,0.3913043478260869,9.10975e-10
10,0.43478260869565216,9.411287e-10
11,0.4782608695652174,9.755454e-10
12,0.5217391304347826,9.717805e-10
13,0.5652173913043478,-5.57505e-11
14,0.6086956521739131,7.784003e-11
15,0.6521739130434783,-2.229901e-11
16,0.6956521739130435,7.98728e-11
17,0.7391304347826086,-5.546261e-11
18,0.7826086956521738,1.240976e-09
19,0.8260869565217391,1.386838e-09
20,0.8695652173913043,2.759212e-09
21,0.9130434782608695,7.050362e-08
22,0.9565217391304348,2.736243e-06
23,1.0,2.695795e-05
24,1.0434782608695652,7.107235e-05
25,1.0869565217391304,0.000132947
26,1.1304347826086956,0.0002091152
27,1.1739130434782608,0.0002985975
28,1.2173913043478262,0.0004002019
29,1.2608695652173914,0.0005103482
30,1.3043478260869565,0.0006293775
31,1.3478260869565217,0.000754506
32,1.391304347826087,0.0008847933
33,1.434782608695652,0.001019121
34,1.4782608695652173,0.001157244
35,1.5217391304347825,0.001296632
36,1.5652173913043477,0.001438615
37,1.608695652173913,0.001583583
38,1.6521739130434783,0.001730833
39,1.6956521739130435,0.00187944
40,1.7391304347826086,0.002029949
41,1.7826086956521738,0.002180476
42,1.826086956521739,0.002333394
43,1.8695652173913042,0.002486872
44,1.9130434782608696,0.002641771
45,1.9565217391304348,0.002796333
46,2.0,0.002953309
47,2.043478260869565,0.003110907
48,2.0869565217391304,0.003269704
49,2.130434782608696,0.003428814
50,2.1739130434782608,0.003587766
51,2.217391304347826,0.003748148
52,2.260869565217391,0.003910002
53,2.3043478260869565,0.004072303
54,2.3478260869565215,0.004235052
55,2.391304347826087,0.004397013
56,2.4347826086956523,0.004561509
57,2.4782608695652173,0.004725873
58,2.5217391304347827,0.00488818
59,2.5652173913043477,0.005053757
60,2.608695652173913,0.00522064
61,2.652173913043478,0.005387736
62,2.6956521739130435,0.005554598
63,2.7391304347826084,0.005723761
64,2.782608695652174,0.005892548
65,2.8260869565217392,0.006062395
66,2.869565217391304,0.006231686
67,2.9130434782608696,0.006403474
68,2.9565217391304346,0.006575937
69,3.0,0.006748467
