,Voltage (V),Current (A)
0,0.0,-1.10905e-08
1,0.043478260869565216,-1.220194e-08
2,0.08695652173913043,-1.241141e-08
3,0.13043478260869565,-1.259491e-08
4,0.17391304347826086,-1.274083e-08
5,0.21739130434782608,-1.276548e-08
6,0.2608695652173913,-1.286844e-08
7,0.30434782608695654,-1.283479e-08
8,0.34782608695652173,-1.289031e-08
9,0.3913043478260869,-1.303353e-08
10,0.43478260869565216,-1.29906e-08
11,0.4782608695652174,-1.298173e-08
12,0.5217391304347826,-1.303466e-08
13,0.5652173913043478,-1.296569e-08
14,0.6086956521739131,-1.304972e-08
15,0.6521739130434783,-1.300612e-08
16,0.6956521739130435,-1.310145e-08
17,0.7391304347826086,-1.301509e-08
18,0.7826086956521738,-1.304285e-08
19,0.8260869565217391,-1.297055e-08
20,0.8695652173913043,-1.086458e-08
21,0.9130434782608695,4.251066e-08
22,0.9565217391304348,2.523434e-06
23,1.0,2.486241e-05
24,1.0434782608695652,6.580841e-05
25,1.0869565217391304,0.0001233158
26,1.1304347826086956,0.0001945786
27,1.1739130434782608,0.0002791096
28,1.2173913043478262,0.0003760138
29,1.2608695652173914,0.0004821685
30,1.3043478260869565,0.000597647
31,1.3478260869565217,0.0007194242
32,1.391304347826087,0.0008463893
33,1.434782608695652,0.0009775527
34,1.4782608695652173,0.001112486
35,1.5217391304347825,0.001249559
36,1.5652173913043477,0.001389449
37,1.608695652173913,0.001532115
38,1.6521739130434783,0.001676577
39,1.6956521739130435,0.001822559
40,1.7391304347826086,0.001969814
41,1.7826086956521738,0.002116738
42,1.826086956521739,0.002266561
43,1.8695652173913042,0.002418102
44,1.9130434782608696,0.002571307
45,1.9565217391304348,0.002723221
46,2.0,0.002877406
47,2.043478260869565,0.003032381
48,2.0869565217391304,0.003189151
49,2.130434782608696,0.003347041
50,2.1739130434782608,0.003504703
51,2.217391304347826,0.003664072
52,2.260869565217391,0.003823835
53,2.3043478260869565,0.003983167
54,2.3478260869565215,0.004143146
55,2.391304347826087,0.004302485
56,2.4347826086956523,0.004463718
57,2.4782608695652173,0.004624508
58,2.5217391304347827,0.004784637
59,2.5652173913043477,0.004948671
60,2.608695652173913,0.005112672
61,2.652173913043478,0.005277591
62,2.6956521739130435,0.005442054
63,2.7391304347826084,0.00560962
64,2.782608695652174,0.005777849
65,2.8260869565217392,0.005947021
66,2.869565217391304,0.006115267
67,2.9130434782608696,0.006283385
68,2.9565217391304346,0.006451348
69,3.0,0.006620664
