x-axis,1,2
second,Volt,Volt
-990.63E-03,+1.55003E+00,-46.97E-03
-989.63E-03,+1.61033E+00,-53.00E-03
-988.63E-03,+1.55003E+00,-50.99E-03
-987.63E-03,+1.63043E+00,-48.98E-03
-986.63E-03,+1.55003E+00,-55.01E-03
-985.63E-03,+1.55003E+00,-61.04E-03
-984.63E-03,+1.59023E+00,-50.99E-03
-983.63E-03,+1.57013E+00,-61.04E-03
-982.63E-03,+1.63043E+00,-55.01E-03
-981.63E-03,+1.63043E+00,-55.01E-03
-980.63E-03,+1.67063E+00,-50.99E-03
-979.63E-03,+1.63043E+00,-53.00E-03
-978.63E-03,+1.63043E+00,-55.01E-03
-977.63E-03,+1.63043E+00,-55.01E-03
-976.63E-03,+1.63043E+00,-50.99E-03
-975.63E-03,+1.63043E+00,-55.01E-03
-974.63E-03,+1.63043E+00,-46.97E-03
-973.63E-03,+1.63043E+00,-53.00E-03
-972.63E-03,+1.67063E+00,-55.01E-03
-971.63E-03,+1.63043E+00,-55.01E-03
-970.63E-03,+1.71083E+00,-63.05E-03
-969.63E-03,+1.67063E+00,-48.98E-03
-968.63E-03,+1.71083E+00,-50.99E-03
-967.63E-03,+1.63043E+00,-55.01E-03
-966.63E-03,+1.63043E+00,-55.01E-03
-965.63E-03,+1.71083E+00,-46.97E-03
-964.63E-03,+1.67063E+00,-55.01E-03
-963.63E-03,+1.73093E+00,-46.97E-03
-962.63E-03,+1.63043E+00,-46.97E-03
-961.63E-03,+1.65053E+00,-46.97E-03
-960.63E-03,+1.79124E+00,-50.99E-03
-959.63E-03,+1.71083E+00,-61.04E-03
-958.63E-03,+1.71083E+00,-55.01E-03
-957.63E-03,+1.71083E+00,-53.00E-03
-956.63E-03,+1.71083E+00,-50.99E-03
-955.63E-03,+1.69073E+00,-46.97E-03
-954.63E-03,+1.79124E+00,-46.97E-03
-953.63E-03,+1.71083E+00,-55.01E-03
-952.63E-03,+1.75104E+00,-50.99E-03
-951.63E-03,+1.77114E+00,-55.01E-03
-950.63E-03,+1.79124E+00,-55.01E-03
-949.63E-03,+1.79124E+00,-53.00E-03
-948.63E-03,+1.79124E+00,-46.97E-03
-947.63E-03,+1.79124E+00,-55.01E-03
-946.63E-03,+1.71083E+00,-55.01E-03
-945.63E-03,+1.79124E+00,-53.00E-03
-944.63E-03,+1.79124E+00,-55.01E-03
-943.63E-03,+1.79124E+00,-48.98E-03
-942.63E-03,+1.79124E+00,-55.01E-03
-941.63E-03,+1.79124E+00,-55.01E-03
-940.63E-03,+1.79124E+00,-50.99E-03
