x-axis,1,2
second,Volt,Volt
-49.65800E-06,-134.79395956E-03,+16.39447187E-03
-49.64800E-06,-109.66833169E-03,+7.60050211E-03
-49.63800E-06,-129.76883398E-03,+27.70100441E-03
-49.62800E-06,-69.46732709E-03,+7.60050211E-03
-49.61800E-06,-134.79395956E-03,+27.70100441E-03
-49.60800E-06,-134.79395956E-03,+7.60050211E-03
-49.59800E-06,-134.79395956E-03,+7.60050211E-03
-49.58800E-06,-69.46732709E-03,+27.70100441E-03
-49.57800E-06,-99.61808054E-03,+27.70100441E-03
-49.56800E-06,-134.79395956E-03,+27.70100441E-03
-49.55800E-06,-59.41707594E-03,+7.60050211E-03
-49.54800E-06,-69.46732709E-03,+23.93216023E-03
-49.53800E-06,-134.79395956E-03,+18.90703465E-03
-49.52800E-06,-54.39195037E-03,+27.70100441E-03
-49.51800E-06,-134.79395956E-03,+27.70100441E-03
-49.50800E-06,-69.46732709E-03,+23.93216023E-03
-49.49800E-06,-134.79395956E-03,+27.70100441E-03
-49.48800E-06,-109.66833169E-03,+13.88190908E-03
-49.47800E-06,-129.76883398E-03,+27.70100441E-03
-49.46800E-06,-69.46732709E-03,+7.60050211E-03
-49.45800E-06,-134.79395956E-03,+16.39447187E-03
-49.44800E-06,-109.66833169E-03,+21.41959744E-03
-49.43800E-06,-134.79395956E-03,+8.85678350E-03
-49.42800E-06,-134.79395956E-03,+27.70100441E-03
-49.41800E-06,-54.39195037E-03,+27.70100441E-03
-49.40800E-06,-134.79395956E-03,+7.60050211E-03
-49.39800E-06,-59.41707594E-03,+27.70100441E-03
-49.38800E-06,-134.79395956E-03,+7.60050211E-03
-49.37800E-06,-134.79395956E-03,+18.90703465E-03
-49.36800E-06,-134.79395956E-03,+13.88190908E-03
-49.35800E-06,-134.79395956E-03,+26.44472302E-03
-49.34800E-06,-134.79395956E-03,+27.70100441E-03
-49.33800E-06,-180.02008972E-03,+16.39447187E-03
-49.32800E-06,-134.79395956E-03,+27.70100441E-03
-49.31800E-06,-134.79395956E-03,+26.44472302E-03
-49.30800E-06,-134.79395956E-03,+7.60050211E-03
-49.29800E-06,-134.79395956E-03,+27.70100441E-03
-49.28800E-06,-134.79395956E-03,+13.88190908E-03
-49.27800E-06,-134.79395956E-03,+7.60050211E-03
-49.26800E-06,-134.79395956E-03,+7.60050211E-03
-49.25800E-06,-134.79395956E-03,+16.39447187E-03
-49.24800E-06,-134.79395956E-03,+21.41959744E-03
-49.23800E-06,-210.17084318E-03,+26.44472302E-03
-49.22800E-06,-134.79395956E-03,+23.93216023E-03
