x-axis,1,2
second,Volt,Volt
-2.484375E+00,+1.583606E+00,-53.482E-03
-2.481875E+00,+1.734359E+00,-51.472E-03
-2.479375E+00,+1.684108E+00,-49.462E-03
-2.476875E+00,+1.583606E+00,-45.442E-03
-2.474375E+00,+1.784611E+00,-45.442E-03
-2.471875E+00,+1.633857E+00,-47.452E-03
-2.469375E+00,+1.684108E+00,-45.442E-03
-2.466875E+00,+1.784611E+00,-51.472E-03
-2.464375E+00,+1.784611E+00,-45.442E-03
-2.461875E+00,+1.784611E+00,-45.442E-03
-2.459375E+00,+1.784611E+00,-45.442E-03
-2.456875E+00,+1.633857E+00,-45.442E-03
-2.454375E+00,+1.583606E+00,-53.482E-03
-2.451875E+00,+1.633857E+00,-47.452E-03
-2.449375E+00,+1.784611E+00,-45.442E-03
-2.446875E+00,+1.784611E+00,-45.442E-03
-2.444375E+00,+1.784611E+00,-45.442E-03
-2.441875E+00,+1.784611E+00,-47.452E-03
-2.439375E+00,+1.784611E+00,-41.422E-03
-2.436875E+00,+1.784611E+00,-43.432E-03
-2.434375E+00,+1.784611E+00,-53.482E-03
-2.431875E+00,+1.784611E+00,-45.442E-03
-2.429375E+00,+1.784611E+00,-45.442E-03
-2.426875E+00,+1.935364E+00,-45.442E-03
-2.424375E+00,+1.784611E+00,-45.442E-03
-2.421875E+00,+1.784611E+00,-45.442E-03
-2.419375E+00,+1.784611E+00,-45.442E-03
-2.416875E+00,+1.784611E+00,-45.442E-03
-2.414375E+00,+1.784611E+00,-45.442E-03
-2.411875E+00,+1.985616E+00,-45.442E-03
-2.409375E+00,+1.985616E+00,-41.422E-03
-2.406875E+00,+1.834862E+00,-53.482E-03
-2.404375E+00,+1.784611E+00,-45.442E-03
-2.401875E+00,+1.985616E+00,-45.442E-03
-2.399375E+00,+1.885113E+00,-45.442E-03
-2.396875E+00,+1.935364E+00,-41.422E-03
-2.394375E+00,+1.784611E+00,-53.482E-03
-2.391875E+00,+1.935364E+00,-39.412E-03
-2.389375E+00,+1.985616E+00,-41.422E-03
-2.386875E+00,+1.985616E+00,-51.472E-03
-2.384375E+00,+1.784611E+00,-37.402E-03
-2.381875E+00,+1.985616E+00,-45.442E-03
-2.379375E+00,+1.985616E+00,-53.482E-03
-2.376875E+00,+1.985616E+00,-47.452E-03
-2.374375E+00,+1.985616E+00,-45.442E-03
-2.371875E+00,+1.985616E+00,-49.462E-03
-2.369375E+00,+1.885113E+00,-45.442E-03
-2.366875E+00,+1.935364E+00,-51.472E-03
-2.364375E+00,+1.985616E+00,-45.442E-03
